date,product_id,quantity
2024-02-28,P6,9
2024-02-28,P7,5
2024-02-28,P8,7
2024-02-28,P9,0
2024-02-28,P10,9
2024-02-28,P11,7
2024-02-28,P12,6
2024-02-28,P13,0
2024-02-28,P14,1
2024-02-28,P15,2
2024-02-28,P16,0
2024-02-28,P17,8
2024-02-28,P18,7
2024-02-28,P19,1
2024-02-28,P20,8
2024-02-29,P1,6
2024-02-29,P2,8
2024-02-29,P3,5
2024-02-29,P4,5
2024-02-29,P5,3
2024-02-29,P6,9
2024-02-29,P7,9
2024-02-29,P8,1
2024-02-29,P9,6
2024-02-29,P10,4
2024-02-29,P11,5
2024-02-29,P12,1
2024-02-29,P13,4
2024-02-29,P14,9
2024-02-29,P15,3
2024-02-29,P16,8
2024-02-29,P17,5
2024-02-29,P18,1
2024-02-29,P19,0
2024-02-29,P20,4
